0.47619	0.887218	0
0.47619	0.889724	0
0.47619	0.892231	0
0.47619	0.894737	0
0.47619	0.897243	0
0.47619	0.899749	0
0.47619	0.902256	0
0.47619	0.904762	0
0.47619	0.907268	0
0.47619	0.909774	0
0.47619	0.912281	0
0.47619	0.914787	0
0.47619	0.917293	0
0.47619	0.919799	0
0.47619	0.922306	0
0.47619	0.924812	0
0.47619	0.927318	0
0.47619	0.929825	0
0.47619	0.932331	0
0.47619	0.934837	0
0.47619	0.937343	0
0.47619	0.93985	0
0.47619	0.942356	0
0.47619	0.944862	0
0.47619	0.947368	0
0.47619	0.949875	0
0.47619	0.952381	0
0.47619	0.954887	0
0.47619	0.957393	0
0.47619	0.9599	0
0.47619	0.962406	0
0.47619	0.964912	0
0.47619	0.967419	0
0.47619	0.969925	0
0.47619	0.972431	0
0.47619	0.974937	0
0.47619	0.977444	0
0.47619	0.97995	0
0.47619	0.982456	0
0.47619	0.984962	0
0.47619	0.987469	0
0.47619	0.989975	0
0.47619	0.992481	0
0.47619	0.994987	0
0.47619	0.997494	0
0.47619	1	-0.248631

0.478697	0	0.601976
0.478697	0.00250627	0
0.478697	0.00501253	0
0.478697	0.0075188	0
0.478697	0.0100251	0
0.478697	0.0125313	0
0.478697	0.0150376	0
0.478697	0.0175439	0
0.478697	0.0200501	0
0.478697	0.0225564	0
0.478697	0.0250627	0
0.478697	0.0275689	0
0.478697	0.0300752	0
0.478697	0.0325815	0
0.478697	0.0350877	0
0.478697	0.037594	0
0.478697	0.0401003	0
0.478697	0.0426065	0
0.478697	0.0451128	0
0.478697	0.047619	0
0.478697	0.0501253	0
0.478697	0.0526316	0
0.478697	0.0551378	0
0.478697	0.0576441	0
0.478697	0.0601504	0
0.478697	0.0626566	0
0.478697	0.0651629	0
0.478697	0.0676692	0
0.478697	0.0701754	0
0.478697	0.0726817	0
0.478697	0.075188	0
0.478697	0.0776942	0
0.478697	0.0802005	0
0.478697	0.0827068	0
0.478697	0.085213	0
0.478697	0.0877193	0
0.478697	0.0902256	0
0.478697	0.0927318	0
0.478697	0.0952381	0
0.478697	0.0977444	0
0.478697	0.100251	0
0.478697	0.102757	0
0.478697	0.105263	0
0.478697	0.107769	0
0.478697	0.110276	0
0.478697	0.112782	0
0.478697	0.115288	0
0.478697	0.117794	0
0.478697	0.120301	0
0.478697	0.122807	0
0.478697	0.125313	0
0.478697	0.12782	0
0.478697	0.130326	0
0.478697	0.132832	0
0.478697	0.135338	0
0.478697	0.137845	0
0.478697	0.140351	0
0.478697	0.142857	0
0.478697	0.145363	0
0.478697	0.14787	0
0.478697	0.150376	0
0.478697	0.152882	0
0.478697	0.155388	0
0.478697	0.157895	0
0.478697	0.160401	0
0.478697	0.162907	0
0.478697	0.165414	0
0.478697	0.16792	0
0.478697	0.170426	0
0.478697	0.172932	0
0.478697	0.175439	0
0.478697	0.177945	0
0.478697	0.180451	0
0.478697	0.182957	0
0.478697	0.185464	0
0.478697	0.18797	0
0.478697	0.190476	0
0.478697	0.192982	0
0.478697	0.195489	0
0.478697	0.197995	0
0.478697	0.200501	0
0.478697	0.203008	0
0.478697	0.205514	0
0.478697	0.20802	0
0.478697	0.210526	0
0.478697	0.213033	0
0.478697	0.215539	0
0.478697	0.218045	0
0.478697	0.220551	0
0.478697	0.223058	0
0.478697	0.225564	0
0.478697	0.22807	0
0.478697	0.230576	0
0.478697	0.233083	0
0.478697	0.235589	0
0.478697	0.238095	0
0.478697	0.240602	0
0.478697	0.243108	0
0.478697	0.245614	0
0.478697	0.24812	0
0.478697	0.250627	0
0.478697	0.253133	0
0.478697	0.255639	0
0.478697	0.258145	0
0.478697	0.260652	0
0.478697	0.263158	0
0.478697	0.265664	0
0.478697	0.26817	0
0.478697	0.270677	0
0.478697	0.273183	0
0.478697	0.275689	0
0.478697	0.278195	0
0.478697	0.280702	0
0.478697	0.283208	0
0.478697	0.285714	0
0.478697	0.288221	0
0.478697	0.290727	0
0.478697	0.293233	0
0.478697	0.295739	0
0.478697	0.298246	0
0.478697	0.300752	0
0.478697	0.303258	0
0.478697	0.305764	0
0.478697	0.308271	0
0.478697	0.310777	0
0.478697	0.313283	0
0.478697	0.315789	0
0.478697	0.318296	0
0.478697	0.320802	0
0.478697	0.323308	0
0.478697	0.325815	0
0.478697	0.328321	0
0.478697	0.330827	0
0.478697	0.333333	0
0.478697	0.33584	0
0.478697	0.338346	0
0.478697	0.340852	0
0.478697	0.343358	0
0.478697	0.345865	0
0.478697	0.348371	0
0.478697	0.350877	0
0.478697	0.353383	0
0.478697	0.35589	0
0.478697	0.358396	0
0.478697	0.360902	0
0.478697	0.363409	0
0.478697	0.365915	0
0.478697	0.368421	0
0.478697	0.370927	0
0.478697	0.373434	0
0.478697	0.37594	0
0.478697	0.378446	0
0.478697	0.380952	0
0.478697	0.383459	0
0.478697	0.385965	0
0.478697	0.388471	0
0.478697	0.390977	0
0.478697	0.393484	0
0.478697	0.39599	0
0.478697	0.398496	0
0.478697	0.401003	0
0.478697	0.403509	0
0.478697	0.406015	0
0.478697	0.408521	0
0.478697	0.411028	0
0.478697	0.413534	0
0.478697	0.41604	0
0.478697	0.418546	0
0.478697	0.421053	0
0.478697	0.423559	0
0.478697	0.426065	0
0.478697	0.428571	0
0.478697	0.431078	0
0.478697	0.433584	0
0.478697	0.43609	0
0.478697	0.438596	0
0.478697	0.441103	0
0.478697	0.443609	0
0.478697	0.446115	0
0.478697	0.448622	0
0.478697	0.451128	0
0.478697	0.453634	0
0.478697	0.45614	0
0.478697	0.458647	0
0.478697	0.461153	0
0.478697	0.463659	0
0.478697	0.466165	0
0.478697	0.468672	0
0.478697	0.471178	0
0.478697	0.473684	0
0.478697	0.47619	0
0.478697	0.478697	0
0.478697	0.481203	0
0.478697	0.483709	0
0.478697	0.486216	0
0.478697	0.488722	0
0.478697	0.491228	0
0.478697	0.493734	0
0.478697	0.496241	0
0.478697	0.498747	0
0.478697	0.501253	0
0.478697	0.503759	0
0.478697	0.506266	0
0.478697	0.508772	0
0.478697	0.511278	0
0.478697	0.513784	0
0.478697	0.516291	0
0.478697	0.518797	0
0.478697	0.521303	0
0.478697	0.52381	0
0.478697	0.526316	0
0.478697	0.528822	0
0.478697	0.531328	0
0.478697	0.533835	0
0.478697	0.536341	0
0.478697	0.538847	0
0.478697	0.541353	0
0.478697	0.54386	0
0.478697	0.546366	0
0.478697	0.548872	0
0.478697	0.551378	0
0.478697	0.553885	0
0.478697	0.556391	0
0.478697	0.558897	0
0.478697	0.561404	0
0.478697	0.56391	0
0.478697	0.566416	0
0.478697	0.568922	0
0.478697	0.571429	0
0.478697	0.573935	0
0.478697	0.576441	0
0.478697	0.578947	0
0.478697	0.581454	0
0.478697	0.58396	0
0.478697	0.586466	0
0.478697	0.588972	0
0.478697	0.591479	0
0.478697	0.593985	0
0.478697	0.596491	0
0.478697	0.598997	0
0.478697	0.601504	0
0.478697	0.60401	0
0.478697	0.606516	0
0.478697	0.609023	0
0.478697	0.611529	0
0.478697	0.614035	0
0.478697	0.616541	0
0.478697	0.619048	0
0.478697	0.621554	0
0.478697	0.62406	0
0.478697	0.626566	0
0.478697	0.629073	0
0.478697	0.631579	0
0.478697	0.634085	0
0.478697	0.636591	0
0.478697	0.639098	0
0.478697	0.641604	0
0.478697	0.64411	0
0.478697	0.646617	0
0.478697	0.649123	0
0.478697	0.651629	0
0.478697	0.654135	0
0.478697	0.656642	0
0.478697	0.659148	0
0.478697	0.661654	0
0.478697	0.66416	0
0.478697	0.666667	0
0.478697	0.669173	0
0.478697	0.671679	0
0.478697	0.674185	0
0.478697	0.676692	0
0.478697	0.679198	0
0.478697	0.681704	0
0.478697	0.684211	0
0.478697	0.686717	0
0.478697	0.689223	0
0.478697	0.691729	0
0.478697	0.694236	0
0.478697	0.696742	0
0.478697	0.699248	0
0.478697	0.701754	0
0.478697	0.704261	0
0.478697	0.706767	0
0.478697	0.709273	0
0.478697	0.711779	0
0.478697	0.714286	0
0.478697	0.716792	0
0.478697	0.719298	0
0.478697	0.721805	0
0.478697	0.724311	0
0.478697	0.726817	0
0.478697	0.729323	0
0.478697	0.73183	0
0.478697	0.734336	0
0.478697	0.736842	0
0.478697	0.739348	0
0.478697	0.741855	0
0.478697	0.744361	0
0.478697	0.746867	0
0.478697	0.749373	0
0.478697	0.75188	0
0.478697	0.754386	0
0.478697	0.756892	0
0.478697	0.759398	0
0.478697	0.761905	0
0.478697	0.764411	0
0.478697	0.766917	0
0.478697	0.769424	0
0.478697	0.77193	0
0.478697	0.774436	0
0.478697	0.776942	0
0.478697	0.779449	0
0.478697	0.781955	0
0.478697	0.784461	0
0.478697	0.786967	0
0.478697	0.789474	0
0.478697	0.79198	0
0.478697	0.794486	0
0.478697	0.796992	0
0.478697	0.799499	0
0.478697	0.802005	0
0.478697	0.804511	0
0.478697	0.807018	0
0.478697	0.809524	0
0.478697	0.81203	0
0.478697	0.814536	0
0.478697	0.817043	0
0.478697	0.819549	0
0.478697	0.822055	0
0.478697	0.824561	0
0.478697	0.827068	0
0.478697	0.829574	0
0.478697	0.83208	0
0.478697	0.834586	0
0.478697	0.837093	0
0.478697	0.839599	0
0.478697	0.842105	0
0.478697	0.844612	0
0.478697	0.847118	0
0.478697	0.849624	0
0.478697	0.85213	0
0.478697	0.854637	0
0.478697	0.857143	0
0.478697	0.859649	0
0.478697	0.862155	0
0.478697	0.864662	0
0.478697	0.867168	0
0.478697	0.869674	0
0.478697	0.87218	0
0.478697	0.874687	0
0.478697	0.877193	0
0.478697	0.879699	0
0.478697	0.882206	0
0.478697	0.884712	0
0.478697	0.887218	0
0.478697	0.889724	0
0.478697	0.892231	0
0.478697	0.894737	0
0.478697	0.897243	0
0.478697	0.899749	0
0.478697	0.902256	0
0.478697	0.904762	0
0.478697	0.907268	0
0.478697	0.909774	0
0.478697	0.912281	0
0.478697	0.914787	0
0.478697	0.917293	0
0.478697	0.919799	0
0.478697	0.922306	0
0.478697	0.924812	0
0.478697	0.927318	0
0.478697	0.929825	0
0.478697	0.932331	0
0.478697	0.934837	0
0.478697	0.937343	0
0.478697	0.93985	0
0.478697	0.942356	0
0.478697	0.944862	0
0.478697	0.947368	0
0.478697	0.949875	0
0.478697	0.952381	0
0.478697	0.954887	0
0.478697	0.957393	0
0.478697	0.9599	0
0.478697	0.962406	0
0.478697	0.964912	0
0.478697	0.967419	0
0.478697	0.969925	0
0.478697	0.972431	0
0.478697	0.974937	0
0.478697	0.977444	0
0.478697	0.97995	0
0.478697	0.982456	0
0.478697	0.984962	0
0.478697	0.987469	0
0.478697	0.989975	0
0.478697	0.992481	0
0.478697	0.994987	0
0.478697	0.997494	0
0.478697	1	-0.2508

0.481203	0	0.606585
0.481203	0.00250627	0
0.481203	0.00501253	0
0.481203	0.0075188	0
0.481203	0.0100251	0
0.481203	0.0125313	0
0.481203	0.0150376	0
0.481203	0.0175439	0
0.481203	0.0200501	0
0.481203	0.0225564	0
0.481203	0.0250627	0
0.481203	0.0275689	0
0.481203	0.0300752	0
0.481203	0.0325815	0
0.481203	0.0350877	0
0.481203	0.037594	0
0.481203	0.0401003	0
0.481203	0.0426065	0
0.481203	0.0451128	0
0.481203	0.047619	0
0.481203	0.0501253	0
0.481203	0.0526316	0
0.481203	0.0551378	0
0.481203	0.0576441	0
0.481203	0.0601504	0
0.481203	0.0626566	0
0.481203	0.0651629	0
0.481203	0.0676692	0
0.481203	0.0701754	0
0.481203	0.0726817	0
0.481203	0.075188	0
0.481203	0.0776942	0
0.481203	0.0802005	0
0.481203	0.0827068	0
0.481203	0.085213	0
0.481203	0.0877193	0
0.481203	0.0902256	0
0.481203	0.0927318	0
0.481203	0.0952381	0
0.481203	0.0977444	0
0.481203	0.100251	0
0.481203	0.102757	0
0.481203	0.105263	0
0.481203	0.107769	0
0.481203	0.110276	0
0.481203	0.112782	0
0.481203	0.115288	0
0.481203	0.117794	0
0.481203	0.120301	0
0.481203	0.122807	0
0.481203	0.125313	0
0.481203	0.12782	0
0.481203	0.130326	0
0.481203	0.132832	0
0.481203	0.135338	0
0.481203	0.137845	0
0.481203	0.140351	0
0.481203	0.142857	0
0.481203	0.145363	0
0.481203	0.14787	0
0.481203	0.150376	0
0.481203	0.152882	0
0.481203	0.155388	0
0.481203	0.157895	0
0.481203	0.160401	0
0.481203	0.162907	0
0.481203	0.165414	0
0.481203	0.16792	0
0.481203	0.170426	0
0.481203	0.172932	0
0.481203	0.175439	0
0.481203	0.177945	0
0.481203	0.180451	0
0.481203	0.182957	0
0.481203	0.185464	0
0.481203	0.18797	0
0.481203	0.190476	0
0.481203	0.192982	0
0.481203	0.195489	0
0.481203	0.197995	0
0.481203	0.200501	0
0.481203	0.203008	0
0.481203	0.205514	0
0.481203	0.20802	0
0.481203	0.210526	0
0.481203	0.213033	0
0.481203	0.215539	0
0.481203	0.218045	0
0.481203	0.220551	0
0.481203	0.223058	0
0.481203	0.225564	0
0.481203	0.22807	0
0.481203	0.230576	0
0.481203	0.233083	0
0.481203	0.235589	0
0.481203	0.238095	0
0.481203	0.240602	0
0.481203	0.243108	0
0.481203	0.245614	0
0.481203	0.24812	0
0.481203	0.250627	0
0.481203	0.253133	0
0.481203	0.255639	0
0.481203	0.258145	0
0.481203	0.260652	0
0.481203	0.263158	0
0.481203	0.265664	0
0.481203	0.26817	0
0.481203	0.270677	0
0.481203	0.273183	0
0.481203	0.275689	0
0.481203	0.278195	0
0.481203	0.280702	0
0.481203	0.283208	0
0.481203	0.285714	0
0.481203	0.288221	0
0.481203	0.290727	0
0.481203	0.293233	0
0.481203	0.295739	0
0.481203	0.298246	0
0.481203	0.300752	0
0.481203	0.303258	0
0.481203	0.305764	0
0.481203	0.308271	0
0.481203	0.310777	0
0.481203	0.313283	0
0.481203	0.315789	0
0.481203	0.318296	0
0.481203	0.320802	0
0.481203	0.323308	0
0.481203	0.325815	0
0.481203	0.328321	0
0.481203	0.330827	0
0.481203	0.333333	0
0.481203	0.33584	0
0.481203	0.338346	0
0.481203	0.340852	0
0.481203	0.343358	0
0.481203	0.345865	0
0.481203	0.348371	0
0.481203	0.350877	0
0.481203	0.353383	0
0.481203	0.35589	0
0.481203	0.358396	0
0.481203	0.360902	0
0.481203	0.363409	0
0.481203	0.365915	0
0.481203	0.368421	0
0.481203	0.370927	0
0.481203	0.373434	0
0.481203	0.37594	0
0.481203	0.378446	0
0.481203	0.380952	0
0.481203	0.383459	0
0.481203	0.385965	0
0.481203	0.388471	0
0.481203	0.390977	0
0.481203	0.393484	0
0.481203	0.39599	0
0.481203	0.398496	0
0.481203	0.401003	0
0.481203	0.403509	0
0.481203	0.406015	0
0.481203	0.408521	0
0.481203	0.411028	0
0.481203	0.413534	0
0.481203	0.41604	0
0.481203	0.418546	0
0.481203	0.421053	0
0.481203	0.423559	0
0.481203	0.426065	0
0.481203	0.428571	0
0.481203	0.431078	0
0.481203	0.433584	0
0.481203	0.43609	0
0.481203	0.438596	0
0.481203	0.441103	0
0.481203	0.443609	0
0.481203	0.446115	0
0.481203	0.448622	0
0.481203	0.451128	0
0.481203	0.453634	0
0.481203	0.45614	0
0.481203	0.458647	0
0.481203	0.461153	0
0.481203	0.463659	0
0.481203	0.466165	0
0.481203	0.468672	0
0.481203	0.471178	0
0.481203	0.473684	0
0.481203	0.47619	0
0.481203	0.478697	0
0.481203	0.481203	0
0.481203	0.483709	0
0.481203	0.486216	0
0.481203	0.488722	0
0.481203	0.491228	0
0.481203	0.493734	0
0.481203	0.496241	0
0.481203	0.498747	0
0.481203	0.501253	0
0.481203	0.503759	0
0.481203	0.506266	0
0.481203	0.508772	0
0.481203	0.511278	0
0.481203	0.513784	0
0.481203	0.516291	0
0.481203	0.518797	0
0.481203	0.521303	0
0.481203	0.52381	0
0.481203	0.526316	0
0.481203	0.528822	0
0.481203	0.531328	0
0.481203	0.533835	0
0.481203	0.536341	0
0.481203	0.538847	0
0.481203	0.541353	0
0.481203	0.54386	0
0.481203	0.546366	0
0.481203	0.548872	0
0.481203	0.551378	0
0.481203	0.553885	0
0.481203	0.556391	0
0.481203	0.558897	0
0.481203	0.561404	0
0.481203	0.56391	0
0.481203	0.566416	0
0.481203	0.568922	0
0.481203	0.571429	0
0.481203	0.573935	0
0.481203	0.576441	0
0.481203	0.578947	0
0.481203	0.581454	0
0.481203	0.58396	0
0.481203	0.586466	0
0.481203	0.588972	0
0.481203	0.591479	0
0.481203	0.593985	0
0.481203	0.596491	0
0.481203	0.598997	0
0.481203	0.601504	0
0.481203	0.60401	0
0.481203	0.606516	0
0.481203	0.609023	0
0.481203	0.611529	0
0.481203	0.614035	0
0.481203	0.616541	0
0.481203	0.619048	0
0.481203	0.621554	0
0.481203	0.62406	0
0.481203	0.626566	0
0.481203	0.629073	0
0.481203	0.631579	0
0.481203	0.634085	0
0.481203	0.636591	0
0.481203	0.639098	0
0.481203	0.641604	0
0.481203	0.64411	0
0.481203	0.646617	0
0.481203	0.649123	0
0.481203	0.651629	0
0.481203	0.654135	0
0.481203	0.656642	0
0.481203	0.659148	0
0.481203	0.661654	0
0.481203	0.66416	0
0.481203	0.666667	0
0.481203	0.669173	0
0.481203	0.671679	0
0.481203	0.674185	0
0.481203	0.676692	0
0.481203	0.679198	0
0.481203	0.681704	0
0.481203	0.684211	0
0.481203	0.686717	0
0.481203	0.689223	0
0.481203	0.691729	0
0.481203	0.694236	0
0.481203	0.696742	0
0.481203	0.699248	0
0.481203	0.701754	0
0.481203	0.704261	0
0.481203	0.706767	0
0.481203	0.709273	0
0.481203	0.711779	0
0.481203	0.714286	0
0.481203	0.716792	0
0.481203	0.719298	0
0.481203	0.721805	0
0.481203	0.724311	0
0.481203	0.726817	0
0.481203	0.729323	0
0.481203	0.73183	0
0.481203	0.734336	0
0.481203	0.736842	0
0.481203	0.739348	0
0.481203	0.741855	0
0.481203	0.744361	0
0.481203	0.746867	0
0.481203	0.749373	0
0.481203	0.75188	0
0.481203	0.754386	0
0.481203	0.756892	0
0.481203	0.759398	0
0.481203	0.761905	0
0.481203	0.764411	0
0.481203	0.766917	0
0.481203	0.769424	0
0.481203	0.77193	0
0.481203	0.774436	0
0.481203	0.776942	0
0.481203	0.779449	0
0.481203	0.781955	0
0.481203	0.784461	0
0.481203	0.786967	0
0.481203	0.789474	0
0.481203	0.79198	0
0.481203	0.794486	0
0.481203	0.796992	0
0.481203	0.799499	0
0.481203	0.802005	0
0.481203	0.804511	0
0.481203	0.807018	0
0.481203	0.809524	0
0.481203	0.81203	0
0.481203	0.814536	0
0.481203	0.817043	0
0.481203	0.819549	0
0.481203	0.822055	0
0.481203	0.824561	0
0.481203	0.827068	0
0.481203	0.829574	0
0.481203	0.83208	0
0.481203	0.834586	0
0.481203	0.837093	0
0.481203	0.839599	0
0.481203	0.842105	0
0.481203	0.844612	0
0.481203	0.847118	0
0.481203	0.849624	0
0.481203	0.85213	0
0.481203	0.854637	0
0.481203	0.857143	0
0.481203	0.859649	0
0.481203	0.862155	0
0.481203	0.864662	0
0.481203	0.867168	0
0.481203	0.869674	0
0.481203	0.87218	0
0.481203	0.874687	0
0.481203	0.877193	0
0.481203	0.879699	0
0.481203	0.882206	0
0.481203	0.884712	0
0.481203	0.887218	0
0.481203	0.889724	0
0.481203	0.892231	0
0.481203	0.894737	0
0.481203	0.897243	0
0.481203	0.899749	0
0.481203	0.902256	0
0.481203	0.904762	0
0.481203	0.907268	0
0.481203	0.909774	0
0.481203	0.912281	0
0.481203	0.914787	0
0.481203	0.917293	0
0.481203	0.919799	0
0.481203	0.922306	0
0.481203	0.924812	0
0.481203	0.927318	0
0.481203	0.929825	0
0.481203	0.932331	0
0.481203	0.934837	0
0.481203	0.937343	0
0.481203	0.93985	0
0.481203	0.942356	0
0.481203	0.944862	0
0.481203	0.947368	0
0.481203	0.949875	0
0.481203	0.952381	0
0.481203	0.954887	0
0.481203	0.957393	0
0.481203	0.9599	0
0.481203	0.962406	0
0.481203	0.964912	0
0.481203	0.967419	0
0.481203	0.969925	0
0.481203	0.972431	0
0.481203	0.974937	0
0.481203	0.977444	0
0.481203	0.97995	0
0.481203	0.982456	0
0.481203	0.984962	0
0.481203	0.987469	0
0.481203	0.989975	0
0.481203	0.992481	0
0.481203	0.994987	0
0.481203	0.997494	0
0.481203	1	-0.252985

0.483709	0	0.611221
0.483709	0.00250627	0
0.483709	0.00501253	0
0.483709	0.0075188	0
0.483709	0.0100251	0
0.483709	0.0125313	0
0.483709	0.0150376	0
0.483709	0.0175439	0
0.483709	0.0200501	0
0.483709	0.0225564	0
0.483709	0.0250627	0
0.483709	0.0275689	0
0.483709	0.0300752	0
0.483709	0.0325815	0
0.483709	0.0350877	0
0.483709	0.037594	0
0.483709	0.0401003	0
0.483709	0.0426065	0
0.483709	0.0451128	0
0.483709	0.047619	0
0.483709	0.0501253	0
0.483709	0.0526316	0
0.483709	0.0551378	0
0.483709	0.0576441	0
0.483709	0.0601504	0
0.483709	0.0626566	0
0.483709	0.0651629	0
0.483709	0.0676692	0
0.483709	0.0701754	0
0.483709	0.0726817	0
0.483709	0.075188	0
0.483709	0.0776942	0
0.483709	0.0802005	0
0.483709	0.0827068	0
0.483709	0.085213	0
0.483709	0.0877193	0
0.483709	0.0902256	0
0.483709	0.0927318	0
0.483709	0.0952381	0
0.483709	0.0977444	0
0.483709	0.100251	0
0.483709	0.102757	0
0.483709	0.105263	0
0.483709	0.107769	0
0.483709	0.110276	0
0.483709	0.112782	0
0.483709	0.115288	0
0.483709	0.117794	0
0.483709	0.120301	0
0.483709	0.122807	0
0.483709	0.125313	0
0.483709	0.12782	0
0.483709	0.130326	0
0.483709	0.132832	0
0.483709	0.135338	0
0.483709	0.137845	0
0.483709	0.140351	0
0.483709	0.142857	0
0.483709	0.145363	0
0.483709	0.14787	0
0.483709	0.150376	0
0.483709	0.152882	0
0.483709	0.155388	0
0.483709	0.157895	0
0.483709	0.160401	0
0.483709	0.162907	0
0.483709	0.165414	0
0.483709	0.16792	0
0.483709	0.170426	0
0.483709	0.172932	0
0.483709	0.175439	0
0.483709	0.177945	0
0.483709	0.180451	0
0.483709	0.182957	0
0.483709	0.185464	0
0.483709	0.18797	0
0.483709	0.190476	0
0.483709	0.192982	0
0.483709	0.195489	0
0.483709	0.197995	0
0.483709	0.200501	0
0.483709	0.203008	0
0.483709	0.205514	0
0.483709	0.20802	0
0.483709	0.210526	0
0.483709	0.213033	0
0.483709	0.215539	0
0.483709	0.218045	0
0.483709	0.220551	0
0.483709	0.223058	0
0.483709	0.225564	0
0.483709	0.22807	0
0.483709	0.230576	0
0.483709	0.233083	0
0.483709	0.235589	0
0.483709	0.238095	0
0.483709	0.240602	0
0.483709	0.243108	0
0.483709	0.245614	0
0.483709	0.24812	0
0.483709	0.250627	0
0.483709	0.253133	0
0.483709	0.255639	0
0.483709	0.258145	0
0.483709	0.260652	0
0.483709	0.263158	0
0.483709	0.265664	0
0.483709	0.26817	0
0.483709	0.270677	0
0.483709	0.273183	0
0.483709	0.275689	0
0.483709	0.278195	0
0.483709	0.280702	0
0.483709	0.283208	0
0.483709	0.285714	0
0.483709	0.288221	0
0.483709	0.290727	0
0.483709	0.293233	0
0.483709	0.295739	0
0.483709	0.298246	0
0.483709	0.300752	0
0.483709	0.303258	0
0.483709	0.305764	0
0.483709	0.308271	0
0.483709	0.310777	0
0.483709	0.313283	0
0.483709	0.315789	0
0.483709	0.318296	0
0.483709	0.320802	0
0.483709	0.323308	0
0.483709	0.325815	0
0.483709	0.328321	0
0.483709	0.330827	0
0.483709	0.333333	0
0.483709	0.33584	0
0.483709	0.338346	0
0.483709	0.340852	0
0.483709	0.343358	0
0.483709	0.345865	0
0.483709	0.348371	0
0.483709	0.350877	0
0.483709	0.353383	0
0.483709	0.35589	0
0.483709	0.358396	0
0.483709	0.360902	0
0.483709	0.363409	0
0.483709	0.365915	0
0.483709	0.368421	0
0.483709	0.370927	0
0.483709	0.373434	0
0.483709	0.37594	0
0.483709	0.378446	0
0.483709	0.380952	0
0.483709	0.383459	0
0.483709	0.385965	0
0.483709	0.388471	0
0.483709	0.390977	0
0.483709	0.393484	0
0.483709	0.39599	0
0.483709	0.398496	0
0.483709	0.401003	0
0.483709	0.403509	0
0.483709	0.406015	0
0.483709	0.408521	0
0.483709	0.411028	0
0.483709	0.413534	0
0.483709	0.41604	0
0.483709	0.418546	0
0.483709	0.421053	0
0.483709	0.423559	0
0.483709	0.426065	0
0.483709	0.428571	0
0.483709	0.431078	0
0.483709	0.433584	0
0.483709	0.43609	0
0.483709	0.438596	0
0.483709	0.441103	0
0.483709	0.443609	0
0.483709	0.446115	0
0.483709	0.448622	0
0.483709	0.451128	0
0.483709	0.453634	0
0.483709	0.45614	0
0.483709	0.458647	0
0.483709	0.461153	0
0.483709	0.463659	0
0.483709	0.466165	0
0.483709	0.468672	0
0.483709	0.471178	0
0.483709	0.473684	0
0.483709	0.47619	0
0.483709	0.478697	0
0.483709	0.481203	0
0.483709	0.483709	0
0.483709	0.486216	0
0.483709	0.488722	0
0.483709	0.491228	0
0.483709	0.493734	0
0.483709	0.496241	0
0.483709	0.498747	0
0.483709	0.501253	0
0.483709	0.503759	0
0.483709	0.506266	0
0.483709	0.508772	0
0.483709	0.511278	0
0.483709	0.513784	0
0.483709	0.516291	0
0.483709	0.518797	0
0.483709	0.521303	0
0.483709	0.52381	0
0.483709	0.526316	0
0.483709	0.528822	0
0.483709	0.531328	0
0.483709	0.533835	0
0.483709	0.536341	0
0.483709	0.538847	0
0.483709	0.541353	0
0.483709	0.54386	0
0.483709	0.546366	0
0.483709	0.548872	0
0.483709	0.551378	0
0.483709	0.553885	0
0.483709	0.556391	0
0.483709	0.558897	0
0.483709	0.561404	0
0.483709	0.56391	0
0.483709	0.566416	0
0.483709	0.568922	0
0.483709	0.571429	0
0.483709	0.573935	0
0.483709	0.576441	0
0.483709	0.578947	0
0.483709	0.581454	0
0.483709	0.58396	0
0.483709	0.586466	0
0.483709	0.588972	0
0.483709	0.591479	0
0.483709	0.593985	0
0.483709	0.596491	0
0.483709	0.598997	0
0.483709	0.601504	0
0.483709	0.60401	0
0.483709	0.606516	0
0.483709	0.609023	0
0.483709	0.611529	0
0.483709	0.614035	0
0.483709	0.616541	0
0.483709	0.619048	0
0.483709	0.621554	0
0.483709	0.62406	0
0.483709	0.626566	0
0.483709	0.629073	0
0.483709	0.631579	0
0.483709	0.634085	0
0.483709	0.636591	0
0.483709	0.639098	0
0.483709	0.641604	0
0.483709	0.64411	0
0.483709	0.646617	0
0.483709	0.649123	0
0.483709	0.651629	0
0.483709	0.654135	0
0.483709	0.656642	0
0.483709	0.659148	0
0.483709	0.661654	0
0.483709	0.66416	0
0.483709	0.666667	0
0.483709	0.669173	0
0.483709	0.671679	0
0.483709	0.674185	0
0.483709	0.676692	0
0.483709	0.679198	0
0.483709	0.681704	0
0.483709	0.684211	0
0.483709	0.686717	0
0.483709	0.689223	0
0.483709	0.691729	0
0.483709	0.694236	0
0.483709	0.696742	0
0.483709	0.699248	0
0.483709	0.701754	0
0.483709	0.704261	0
0.483709	0.706767	0
0.483709	0.709273	0
0.483709	0.711779	0
0.483709	0.714286	0
0.483709	0.716792	0
0.483709	0.719298	0
0.483709	0.721805	0
0.483709	0.724311	0
0.483709	0.726817	0
0.483709	0.729323	0
0.483709	0.73183	0
0.483709	0.734336	0
0.483709	0.736842	0
0.483709	0.739348	0
0.483709	0.741855	0
0.483709	0.744361	0
0.483709	0.746867	0
0.483709	0.749373	0
0.483709	0.75188	0
0.483709	0.754386	0
0.483709	0.756892	0
0.483709	0.759398	0
0.483709	0.761905	0
0.483709	0.764411	0
0.483709	0.766917	0
0.483709	0.769424	0
0.483709	0.77193	0
0.483709	0.774436	0
0.483709	0.776942	0
